wavelength_um,rsr_watts,sensor,band
1.01,0.000129476,terra_modis,band16
1.02,0.000278277,terra_modis,band16
1.03,0.000161826,terra_modis,band16
1.04,0.000307667,terra_modis,band16
1.05,0.000211423,terra_modis,band16
1.06,0.000187154,terra_modis,band16
1.07,0.000184347,terra_modis,band16
1.08,0.000373871,terra_modis,band16
1.09,0.000678731,terra_modis,band16
1.1,0.00030072,terra_modis,band16
0.35,0.000536466,terra_modis,band17
0.36,0.00025808,terra_modis,band17
0.37,0.000187908,terra_modis,band17
0.38,0.000147776,terra_modis,band17
0.39,8.91E-05,terra_modis,band17
0.4,0.000144975,terra_modis,band17
0.41,7.99E-05,terra_modis,band17
0.42,0.000103472,terra_modis,band17
0.43,7.35E-05,terra_modis,band17
0.44,3.59E-05,terra_modis,band17
0.45,5.45E-05,terra_modis,band17
0.46,9.15E-05,terra_modis,band17
0.47,3.69E-05,terra_modis,band17
0.48,4.44E-05,terra_modis,band17
0.49,4.26E-05,terra_modis,band17
0.5,3.99E-05,terra_modis,band17
0.51,4.38E-05,terra_modis,band17
0.52,2.43E-05,terra_modis,band17
0.53,2.64E-05,terra_modis,band17
0.54,2.90E-05,terra_modis,band17
0.55,3.94E-05,terra_modis,band17
0.56,2.04E-05,terra_modis,band17
0.57,4.65E-05,terra_modis,band17
0.58,2.29E-05,terra_modis,band17
0.59,3.02E-05,terra_modis,band17
0.6,8.64E-05,terra_modis,band17
0.61,5.40E-05,terra_modis,band17
0.62,3.99E-05,terra_modis,band17
0.63,2.02E-05,terra_modis,band17
0.64,1.28E-05,terra_modis,band17
0.65,5.31E-05,terra_modis,band17
0.66,6.65E-05,terra_modis,band17
0.67,4.01E-05,terra_modis,band17
0.68,1.71E-05,terra_modis,band17
0.69,2.08E-05,terra_modis,band17
0.7,2.91E-05,terra_modis,band17
0.71,5.79E-05,terra_modis,band17
0.72,4.17E-05,terra_modis,band17
0.73,1.01E-05,terra_modis,band17
0.74,6.27E-05,terra_modis,band17
0.75,0.00012862,terra_modis,band17
0.76,0.000281897,terra_modis,band17
0.77,0.000626594,terra_modis,band17
0.78,0.00218818,terra_modis,band17
0.79,0.000190119,terra_modis,band17
0.8,0.000122838,terra_modis,band17
0.81,0.000362592,terra_modis,band17
0.82,0.000415579,terra_modis,band17
0.83,0.000480299,terra_modis,band17
0.84,0.000704418,terra_modis,band17
0.85,0.000993038,terra_modis,band17
0.86,0.00209355,terra_modis,band17
0.86325,0.00153669,terra_modis,band17
0.86625,0.00381636,terra_modis,band17
0.86925,0.00716805,terra_modis,band17
0.87226,0.0140354,terra_modis,band17
0.87525,0.0287295,terra_modis,band17
0.87826,0.0638651,terra_modis,band17
0.881239,0.141549,terra_modis,band17
0.884239,0.299075,terra_modis,band17
0.88725,0.536146,terra_modis,band17
0.890239,0.781357,terra_modis,band17
0.89325,0.932649,terra_modis,band17
0.89625,0.978567,terra_modis,band17
0.89925,0.991874,terra_modis,band17
0.90225,1,terra_modis,band17
0.905239,0.995018,terra_modis,band17
0.90826,0.985953,terra_modis,band17
0.91125,0.984673,terra_modis,band17
0.914239,0.983359,terra_modis,band17
0.917239,0.896885,terra_modis,band17
0.92025,0.657037,terra_modis,band17
0.92325,0.349541,terra_modis,band17
0.92625,0.150066,terra_modis,band17
0.92925,0.0696377,terra_modis,band17
0.932239,0.0367187,terra_modis,band17
0.93526,0.0197457,terra_modis,band17
0.938239,0.0101436,terra_modis,band17
0.94126,0.00500915,terra_modis,band17
0.94425,0.00282929,terra_modis,band17
0.947239,0.00185772,terra_modis,band17
0.95026,0.00139462,terra_modis,band17
0.96,0.0012781,terra_modis,band17
0.97,0.000675349,terra_modis,band17
0.98,0.00058151,terra_modis,band17
0.99,0.000362182,terra_modis,band17
1,0.000423911,terra_modis,band17
1.01,0.000381458,terra_modis,band17
1.02,0.00045003,terra_modis,band17
1.03,0.000512839,terra_modis,band17
1.04,0.000529104,terra_modis,band17
1.05,0.000261951,terra_modis,band17
1.06,6.45E-05,terra_modis,band17
1.07,7.39E-05,terra_modis,band17
1.08,0.000150047,terra_modis,band17
1.09,0.000182747,terra_modis,band17
1.1,0.000307645,terra_modis,band17
0.35,0.000144105,terra_modis,band18
0.36,0.000156169,terra_modis,band18
0.37,7.03E-05,terra_modis,band18
0.38,0.000135192,terra_modis,band18
0.39,7.61E-05,terra_modis,band18
0.4,5.49E-05,terra_modis,band18
0.41,7.52E-05,terra_modis,band18
0.42,4.40E-05,terra_modis,band18
0.43,3.86E-05,terra_modis,band18
0.44,4.78E-05,terra_modis,band18
0.45,3.42E-05,terra_modis,band18
0.46,3.52E-05,terra_modis,band18
0.47,3.32E-05,terra_modis,band18
0.48,3.44E-05,terra_modis,band18
0.49,2.07E-05,terra_modis,band18
0.5,1.47E-05,terra_modis,band18
0.51,2.16E-05,terra_modis,band18
0.52,3.25E-05,terra_modis,band18
0.53,2.23E-05,terra_modis,band18
0.54,7.32E-06,terra_modis,band18
0.55,1.46E-05,terra_modis,band18
0.56,1.64E-05,terra_modis,band18
0.57,2.56E-05,terra_modis,band18
0.58,1.02E-05,terra_modis,band18
0.59,2.06E-05,terra_modis,band18
0.6,3.29E-05,terra_modis,band18
0.61,0.00012702,terra_modis,band18
0.62,6.66E-05,terra_modis,band18
0.63,0.000143044,terra_modis,band18
0.64,2.75E-05,terra_modis,band18
0.65,2.58E-05,terra_modis,band18
0.66,4.17E-05,terra_modis,band18
0.67,4.29E-05,terra_modis,band18
0.68,3.47E-05,terra_modis,band18
0.69,0.000119187,terra_modis,band18
0.7,0.000362213,terra_modis,band18
0.71,0.00025814,terra_modis,band18
0.72,4.99E-05,terra_modis,band18
0.73,1.79E-05,terra_modis,band18
0.74,8.09E-05,terra_modis,band18
0.75,5.58E-05,terra_modis,band18
0.76,3.41E-05,terra_modis,band18
0.77,3.12E-05,terra_modis,band18
0.78,4.31E-05,terra_modis,band18
0.79,0.000109264,terra_modis,band18
0.8,0.000166402,terra_modis,band18
0.81,0.00114376,terra_modis,band18
0.82,0.00359902,terra_modis,band18
0.83,0.000113875,terra_modis,band18
0.84,0.000113855,terra_modis,band18
0.85,8.35E-05,terra_modis,band18
0.86,5.31E-05,terra_modis,band18
0.87,5.43E-05,terra_modis,band18
0.88,0.000109354,terra_modis,band18
0.89,0.000165201,terra_modis,band18
0.9,0.000138523,terra_modis,band18
0.91,0.000342517,terra_modis,band18
0.92,0.00631466,terra_modis,band18
0.92125,0.00260296,terra_modis,band18
0.922239,0.00811997,terra_modis,band18
0.92325,0.020514,terra_modis,band18
0.92425,0.0466882,terra_modis,band18
0.925239,0.0968849,terra_modis,band18
0.92625,0.176443,terra_modis,band18
0.92725,0.283054,terra_modis,band18
0.92825,0.40788,terra_modis,band18
0.92925,0.5397,terra_modis,band18
0.93025,0.671584,terra_modis,band18
0.93125,0.795694,terra_modis,band18
0.932239,0.895987,terra_modis,band18
0.93325,0.96191,terra_modis,band18
0.93425,0.99259,terra_modis,band18
0.93526,1,terra_modis,band18
0.936239,0.995637,terra_modis,band18
0.937239,0.982598,terra_modis,band18
0.938239,0.952544,terra_modis,band18
0.939239,0.895022,terra_modis,band18
0.94025,0.800844,terra_modis,band18
0.94125,0.677737,terra_modis,band18
0.94226,0.538162,terra_modis,band18
0.94325,0.39978,terra_modis,band18
0.944239,0.271567,terra_modis,band18
0.94525,0.160349,terra_modis,band18
0.94625,0.0801314,terra_modis,band18
0.947239,0.034489,terra_modis,band18
0.948239,0.0141569,terra_modis,band18
0.949239,0.00514307,terra_modis,band18
0.95026,0.00181415,terra_modis,band18
0.96,0.000328852,terra_modis,band18
0.97,8.01E-05,terra_modis,band18
0.98,3.70E-05,terra_modis,band18
0.99,2.56E-05,terra_modis,band18
1,4.04E-05,terra_modis,band18
1.01,1.90E-05,terra_modis,band18
1.02,5.15E-05,terra_modis,band18
1.03,5.09E-05,terra_modis,band18
1.04,3.83E-05,terra_modis,band18
1.05,6.00E-05,terra_modis,band18
1.06,7.30E-05,terra_modis,band18
1.07,0.000458573,terra_modis,band18
1.08,0.000198642,terra_modis,band18
1.09,0.000721875,terra_modis,band18
1.1,0.000165722,terra_modis,band18
0.35,0.000551191,terra_modis,band19
0.36,0.000433501,terra_modis,band19
0.37,0.000297311,terra_modis,band19
0.38,0.000205335,terra_modis,band19
0.39,0.000100111,terra_modis,band19
0.4,0.000139751,terra_modis,band19
0.41,0.000139881,terra_modis,band19
0.42,0.000128225,terra_modis,band19
0.43,0.00011747,terra_modis,band19
0.44,7.68E-05,terra_modis,band19
0.45,8.12E-05,terra_modis,band19
0.46,6.40E-05,terra_modis,band19
0.47,6.33E-05,terra_modis,band19
0.48,4.25E-05,terra_modis,band19
0.49,6.14E-05,terra_modis,band19
0.5,3.01E-05,terra_modis,band19
0.51,5.00E-05,terra_modis,band19
0.52,3.07E-05,terra_modis,band19
0.53,4.15E-05,terra_modis,band19
0.54,2.08E-05,terra_modis,band19
0.55,4.44E-05,terra_modis,band19
0.56,5.21E-05,terra_modis,band19
0.57,5.34E-05,terra_modis,band19
0.58,4.52E-05,terra_modis,band19
0.59,7.61E-05,terra_modis,band19
0.6,0.000122853,terra_modis,band19
0.61,0.000142052,terra_modis,band19
0.62,0.000140011,terra_modis,band19
0.63,0.000202883,terra_modis,band19
0.64,0.000110726,terra_modis,band19
0.65,6.57E-05,terra_modis,band19
0.66,0.000155889,terra_modis,band19
0.67,0.000109906,terra_modis,band19
0.68,0.000125404,terra_modis,band19
0.69,0.000183974,terra_modis,band19
0.7,0.000377622,terra_modis,band19
0.71,0.000232028,terra_modis,band19
0.72,9.28E-05,terra_modis,band19
0.73,9.35E-05,terra_modis,band19
0.74,0.000102392,terra_modis,band19
0.75,8.24E-05,terra_modis,band19
0.76,0.000101442,terra_modis,band19
0.77,9.61E-05,terra_modis,band19
0.78,0.000120111,terra_modis,band19
0.79,0.00013732,terra_modis,band19
0.8,0.000107925,terra_modis,band19
0.81,0.000300633,terra_modis,band19
0.82,0.000276261,terra_modis,band19
0.83,0.000124103,terra_modis,band19
0.84,0.000243604,terra_modis,band19
0.85,0.000126424,terra_modis,band19
0.86,0.000590041,terra_modis,band19
0.86834,0.000552173,terra_modis,band19
0.87133,0.00138738,terra_modis,band19
0.87434,0.00246915,terra_modis,band19
0.87733,0.0032992,terra_modis,band19
0.88033,0.00373277,terra_modis,band19
0.88332,0.00433887,terra_modis,band19
0.88633,0.00608017,terra_modis,band19
0.88932,0.0102262,terra_modis,band19
0.89232,0.0179884,terra_modis,band19
0.89533,0.0313845,terra_modis,band19
0.89833,0.0492473,terra_modis,band19
0.90133,0.0744332,terra_modis,band19
0.90434,0.119953,terra_modis,band19
0.90732,0.210168,terra_modis,band19
0.91032,0.365959,terra_modis,band19
0.91334,0.557468,terra_modis,band19
0.91633,0.710465,terra_modis,band19
0.91933,0.790124,terra_modis,band19
0.92233,0.834156,terra_modis,band19
0.92533,0.874839,terra_modis,band19
0.92834,0.908208,terra_modis,band19
0.93134,0.933493,terra_modis,band19
0.93433,0.963159,terra_modis,band19
0.93732,0.988785,terra_modis,band19
0.94033,1,terra_modis,band19
0.94334,0.995003,terra_modis,band19
0.94633,0.986899,terra_modis,band19
0.94933,0.957158,terra_modis,band19
0.95234,0.866557,terra_modis,band19
0.95533,0.710571,terra_modis,band19
0.95833,0.523736,terra_modis,band19
0.96132,0.355433,terra_modis,band19
0.96432,0.22512,terra_modis,band19
0.96732,0.135065,terra_modis,band19
0.97033,0.0778813,terra_modis,band19
0.97333,0.0456242,terra_modis,band19
0.97634,0.0289594,terra_modis,band19
0.97933,0.0204673,terra_modis,band19
0.98234,0.0158911,terra_modis,band19
0.98533,0.0129311,terra_modis,band19
0.98834,0.0103355,terra_modis,band19
0.99132,0.00772749,terra_modis,band19
0.99433,0.00555292,terra_modis,band19
0.99733,0.00377608,terra_modis,band19
1.0003,0.00259656,terra_modis,band19
1.0033,0.00191091,terra_modis,band19
1.0063,0.0015974,terra_modis,band19
1.0093,0.00148869,terra_modis,band19
1.0123,0.00148732,terra_modis,band19
1.0153,0.00151618,terra_modis,band19
1.02,0.00181252,terra_modis,band19
1.03,0.000864731,terra_modis,band19
1.04,0.000679166,terra_modis,band19
1.05,0.00127365,terra_modis,band19
1.06,0.000915256,terra_modis,band19
1.07,0.00165244,terra_modis,band19
1.08,0.000559615,terra_modis,band19
1.09,0.000206005,terra_modis,band19
1.1,0.000213159,terra_modis,band19
